NAME,ID,HIST_DATE,ARCH_DATE_MIN,ARCH_DATE_MAX,ARCH_DATE_MID,ALTITUDE,TERR_UNDUL,LAND_TYPE,LAND_TYPE_SIMP,ALA,DIST_PRAGUE,DIST_MAJTOWN,DIST_MONAST,DIST_MAJROAD,DIST_MAJRIV,STATUS,LONG,LAT
Bělokozly,2,1436,1400,1500,1450,449,6.58,7,6+7,0,43349,17943,3070,18844,1374,0,-712269.5809,-1073783.102
Záhoří,4,1544,1400,1500,1450,501,5.56,7,6+7,0,117569,10718,12567,9344,40034,0,-859429.6075,-1057946.168
Černěves,6,1468,1400,1500,1450,428,1.97,8,8,0,109850,4940,27928,2057,18010,0,-772935.8935,-1148660.186
Nová Ves,7,1560,1400,1500,1450,433,3.38,7,6+7,0,83819,7422,18201,311,11262,0,-777474.4784,-1119337.784
Údraž,9,1469,1400,1500,1450,405,3.61,8,8,0,89931,11645,19901,14386,2195,0,-763081.7366,-1130638.543
Rudolfov,10,1554,1400,1500,1450,478,2.74,7,6+7,0,121942,5338,19771,6658,5789,1,-750721.7262,-1164706.293
Staré Město pod Landštejnem,12,1495,1400,1500,1450,544,4.3,6,6+7,0,134648,7173,27232,9459,30906,1,-698852.8095,-1170291.647
Košice,13,1404,1400,1500,1450,454,2.47,8,8,0,87983,7682,31290,3805,25944,0,-730666.3095,-1130162.293
Porešín,15,1488,1400,1500,1450,512,4.37,7,6+7,0,61156,9855,9142,19272,13059,0,-755312.247,-1102886.397
Záluží,16,1545,1400,1500,1450,533,3.14,7,6+7,0,63078,10133,9940,13622,7648,0,-761111.9137,-1103386.459
Klisín,17,1463,1450,1500,1475,558,3.58,7,6+7,0,65548,5882,5472,17334,10762,0,-757897.2262,-1106810.168
Škrovád,18,1417,1400,1500,1450,277,2.49,7,6+7,1,101692,5078,9984,4555,15359,0,-646467.9553,-1075562.876
Suchá Lhota,19,1559,1400,1500,1450,426,2.73,7,6+7,0,127793,8569,10066,1491,20784,0,-621081.1844,-1081912.876
Drahouš,20,1404,1400,1500,1450,531,2.99,7,6+7,0,67650,18347,20106,4328,16922,0,-809882.5596,-1034182.042
Háje,21,1603,1450,1500,1475,576,3.91,6,6+7,0,53371,20931,18043,1927,12358,0,-775839.945,-1084945.001
Ostrov,24,1411,1400,1500,1450,366,4.85,7,6+7,0,56402,2960,3035,13304,15666,0,-718361.8616,-1093848.23
Vřešímy,25,1415,1400,1500,1450,402,4.67,7,6+7,0,26635,14712,11368,9090,5600,0,-725955.4033,-1063643.397
Přepeře,26,1457,1400,1500,1450,286,2.49,8,8,1,64356,5310,12647,12432,31620,0,-689146.5699,-1007501.459
Sklenařice,27,1561,1400,1500,1450,603,9.22,6,6+7,0,97280,21055,37179,32198,13068,0,-665582.7782,-983868.8758
Peřimov,28,1654,1400,1500,1450,396,7.17,7,6+7,0,94392,20878,37452,35626,10918,0,-662185.5282,-993938.9174
Prachov,30,1533,1450,1500,1475,360,3.8,7,6+7,0,75763,4198,26494,25865,25565,0,-674679.1532,-1009886.678
Brdo,31,1542,1400,1500,1450,496,5.48,7,6+7,0,87475,10681,37208,23589,14134,0,-662807.299,-1007650.949
Lány,32,1748,1400,1500,1450,316,4.2,8,8,0,90156,14549,37105,16115,13111,0,-657465.3615,-1013969.199
Kukleny,33,1547,1400,1500,1450,238,0.77,9,9+10+11,1,98574,3215,6143,11741,2426,0,-644238.8407,-1042697.657
Slatina nad Úpou,34,1545,1400,1500,1450,377,4.18,7,6+7,0,122095,9948,16989,11413,11643,0,-623519.3198,-1017011.907
Jestřebí,35,1459,1400,1500,1450,446,6.51,6,6+7,0,129310,6270,17419,272,17928,0,-614332.9865,-1028386.345
Sendraž,36,1403,1400,1500,1450,543,6.98,6,6+7,0,130824,6137,18786,511,19381,0,-612864.549,-1027904.803
Vyhnánov,39,1562,1400,1500,1450,288,3.79,8,8,0,131632,7007,21949,26295,30119,0,-612023.174,-1057891.355
Jáchymov,40,1516,1500,1600,1550,737,10.67,5,5,0,112174,7831,24568,4570,9650,1,-844607.7992,-995896.8341
Branov,41,1551,1500,1700,1600,315,8.33,7,6+7,0,42252,12989,26536,7943,1053,0,-784997.1741,-1045405.667
Byšičky (staré),42,1546,1500,1600,1550,174,1.4,9,9+10+11,1,28782,3864,14008,7555,1042,0,-714821.7366,-1036317.23
Stříbrné Hory,43,1521,1500,1600,1550,477,3.43,7,6+7,0,106136,4571,18345,7716,509,1,-659119.0074,-1108291.834
Dřevíkov,44,1542,1500,1600,1550,569,3.1,6,6+7,0,107245,12377,16888,19061,12381,0,-647181.0073,-1091560.907
Jistec,45,1770,1500,1600,1550,376,3.91,8,8,0,80408,8719,17948,4318,6797,0,-773231.1533,-1117453.032
Hamr,46,1614,1500,1600,1550,450,2.03,7,6+7,0,131397,12114,41237,15249,32886,0,-724243.5491,-1173100.199
Modlibohov,47,1547,1500,1600,1550,361,6.22,7,6+7,0,77464,2876,17965,3327,40623,0,-694530.8407,-982444.0945
Vítkovice,48,1585,1575,1600,1587.5,682,11.83,5,5,0,102858,21266,44596,41267,3838,0,-656377.924,-987264.8029
Dílce,49,1542,1500,1550,1525,287,3.51,8,8,1,79091,3412,29893,24281,22263,0,-671019.9657,-1009836.407
Valdice,50,1627,1500,1550,1525,309,2.57,8,8,1,80047,3217,32025,22236,21568,0,-669302.8199,-1011336.595
Stav,51,1545,1500,1550,1525,341,4.48,7,6+7,0,85854,9121,37877,20252,16903,0,-663063.9449,-1011222.824
Studénka,52,1558,1525,1575,1550,462,4.98,7,6+7,0,88716,11952,40139,20474,14176,0,-660402.2365,-1010172.428
Horní Javoří,53,1543,1500,1550,1525,482,6,7,6+7,0,93766,12251,38189,17995,9744,0,-654372.3823,-1011868.407
Dolní Dolce,54,1790,1500,1600,1550,260,1.68,8,8,1,109232,1943,15536,2479,1242,0,-634608.0073,-1028071.49
Nová Ves,55,1577,1500,1550,1525,430,3.13,7,6+7,0,122271,8271,6884,16591,20489,0,-620558.6323,-1045078.907
Jahodov,56,1707,1550,1600,1575,420,4.15,7,6+7,0,136484,4140,22907,25473,33880,0,-606705.049,-1053161.928
Roveň,57,1542,1500,1600,1550,351,4.03,7,6+7,0,135204,3545,22161,25797,34152,0,-608041.1948,-1053836.615
Svahy,58,1651,1600,1700,1650,539,6.13,7,6+7,0,118456,7616,15368,12539,38521,0,-860665.3617,-1054953.157
Císařská Kuchyně,59,1785,1600,1700,1650,176,1.35,11,9+10+11,1,27770,5597,13753,5467,948,0,-715440.8616,-1038334.678
Podbrahy,60,1788,1600,1700,1650,179,1.68,11,9+10+11,1,27416,5838,19159,3360,5300,0,-717898.8407,-1031577.22
Hatě,61,1781,1700,1800,1750,324,5.04,8,8,0,29454,10534,16330,7809,5259,0,-764280.2991,-1063186.99
Prášily,62,1790,1700,1800,1750,879,7.73,5,5,0,132735,10730,41771,2437,46574,0,-833071.9659,-1140344.782
Kralovice,63,1183,1000,1100,1050,446,2.42,8,8,0,68036,31367,,12975,7789,1,-810810.5961,-1045285.605
Radonice,64,1318,1000,1100,1050,397,3.97,7,6+7,0,123999,43376,,7018,44201,0,-854225.4025,-1097453.433
Dnešice,65,1115,1000,1100,1050,363,2.43,8,8,0,99099,18367,,9314,19818,0,-832963.5514,-1084172.454
Ráztely,66,1088,1000,1100,1050,500,3.02,7,6+7,0,71407,43040,,982,12577,0,-782388.2596,-1102458.341
Zliv,67,1338,1000,1100,1050,387,1.56,8,8,0,113932,80445,,10925,5638,0,-762254.1082,-1155282.809
Vlhošť,68,1332,1000,1100,1050,249,1.55,9,9+10+11,1,76957,10099,,10738,26326,0,-668337.6778,-1023633.861
Zeměchy,69,1381,1000,1100,1050,230,2.3,10,9+10+11,1,55011,14571,,2570,4105,0,-786559.2176,-1009669.352
Kostomlaty pod Řípem,70,1285,1200,1300,1250,227,2.66,10,9+10+11,1,33425,7059,14669,12532,7873,0,-744645.4144,-1009646.795
Hrochův Týnec,71,1293,1000,1100,1050,248,1.12,9,9+10+11,1,107912,8646,,3550,12854,1,-638464.4793,-1070526.382
Vraclav,72,1073,1000,1100,1050,307,2.27,8,8,0,120424,21465,,9836,21284,0,-625647.6795,-1070847.594
Cerekvice nad Loučnou,73,1167,1000,1100,1050,294,2.1,8,8,1,130420,30851,,3869,24007,0,-617680.9175,-1079783.201
Zálužice,74,1490,1000,1100,1050,385,1.5,8,8,0,116323,79407,,11050,4128,0,-761072.474,-1157902.561
Mutějovice,75,1337,1000,1100,1050,389,3.55,7,6+7,0,52292,19122,,9131,16021,0,-791550.7117,-1024073.939
Mšec,76,1316,1000,1100,1050,434,4.15,7,6+7,0,39518,28912,,5706,17404,1,-777946.8438,-1024932.429
Horní Mokropsy,77,1088,1000,1100,1050,212,5.71,9,9+10+11,1,18501,16102,,2461,592,0,-752413.3494,-1058836.128
Dolní Břežany,78,1332,1000,1100,1050,334,2.1,8,8,0,14030,11562,,4519,4899,0,-742022.6786,-1057029.626
Černé Budy,80,1053,1000,1100,1050,315,6.91,7,6+7,0,41265,15147,,16232,385,0,-712184.8254,-1070675.796
Kruhy,81,1675,1000,1100,1050,265,3.16,8,8,0,66631,17787,,3669,41563,0,-694971.0338,-996643.0637
Mochov,82,1295,1000,1100,1050,196,1.41,10,9+10+11,1,27420,10506,,3239,3130,1,-715501.3775,-1040579.772
Lipník,83,1338,1075,1125,1100,255,1.79,9,9+10+11,1,40718,15334,,7826,11792,0,-705281.8463,-1027228.897
Luštěnice,84,1268,975,1025,1000,209,0.88,9,9+10+11,1,45174,10075,,5587,17575,0,-702852.9713,-1021950.46
Veltěž,85,1275,1000,1100,1050,277,2.65,10,9+10+11,1,9034,9039,,4828,2718,0,-740254.4713,-1034356.772
Ovčáry,86,1350,1000,1100,1050,170,1.25,9,9+10+11,1,22845,7660,,6250,2158,0,-726772.6275,-1026753.97
Mlékojedy,87,1235,1000,1100,1050,164,1.07,11,9+10+11,1,20589,12311,,10835,190,0,-732405.6067,-1025256.428
Kozárovice,88,1337,1000,1100,1050,164,0.52,11,9+10+11,1,25047,21968,,13356,2490,0,-739073.1067,-1018255.553
Vokovice,89,1409,1075,1100,1087.5,305,4.21,8,8,1,5720,4204,,102,5698,0,-748254.1484,-1041258.428
Radlice,90,1283,1000,1100,1050,246,4.88,10,9+10+11,1,3927,2234,,1832,1900,0,-745542.1692,-1045843.658
Dolní Chabry,91,1273,1000,1100,1050,264,3.35,10,9+10+11,1,7076,7090,,4088,3027,0,-740380.1484,-1036376.866
Vinohrady,92,1849,1800,1900,1850,248,3.5,10,9+10+11,1,1734,1202,1770,72,1931,0,-741908.9526,-1044501.043
Pakoslav,93,1379,900,1000,950,502,4.17,7,6+7,0,101148,36180,,14999,27995,0,-843545.7471,-1052172.178
Kostelec,94,1352,900,1000,950,486,2.57,7,6+7,0,110361,32410,,7019,28466,0,-848775.2367,-1073865.365
Domažličky,95,1319,900,1000,950,429,4.22,7,6+7,0,105482,31658,,19030,37869,0,-827601.9554,-1105768.824
Čečovice,96,1358,900,1000,950,404,2.92,7,6+7,0,115087,34865,,7013,33309,0,-850496.3513,-1083632.459
Chrudim,97,993,875,925,900,269,1.76,9,9+10+11,1,99590,50,,123,10337,1,-647109.8198,-1070575.271
Opatovice,98,1073,1000,1100,1050,227,0.98,9,9+10+11,1,98249,7503,,17965,889,0,-644739.1532,-1048903.251
Teplice,99,1158,900,1000,950,231,3.5,10,9+10+11,1,74789,10867,,5006,15761,1,-776250.1238,-976123.6539
Bystřany,100,1509,900,1000,950,194,4.56,10,9+10+11,1,72048,10964,,1994,12826,0,-773612.228,-977888.4247
Vědomice,101,1555,900,1000,950,156,2.15,10,9+10+11,1,40384,14138,,10677,363,0,-749330.0925,-1003166.716
Pohoří,103,1352,900,1000,950,493,3.19,8,8,0,72949,45729,,1461,11278,0,-781077.4467,-1105129.196
Ratiboř,104,1384,900,1000,950,514,2.41,7,6+7,0,110849,39407,,5806,33256,0,-721268.3842,-1151756.717
Jindřichův Hradec,105,1220,900,1000,950,470,2.05,7,6+7,0,113151,33378,,1104,39275,1,-715239.9563,-1152761.182
Chýnov,106,981,900,1000,950,485,3.13,7,6+7,0,80940,52728,,999,34661,0,-725024.2479,-1121982.203
Dobřenice,107,1339,950,1000,975,264,1.41,8,8,1,87518,15250,,16383,11517,0,-655408.4041,-1047483.474
Lochenice,108,1143,900,1000,950,245,1.27,9,9+10+11,1,101988,7063,,4370,703,0,-641115.6124,-1035312.641
Bříšťany,109,1219,950,1000,975,261,1.56,8,8,0,89245,13545,,1157,16220,0,-654723.1333,-1028703.349
Velešice,110,1355,975,1000,987.5,252,1.46,9,9+10+11,1,76603,7097,,7894,27403,0,-667986.6958,-1026615.786
Podhorní Újezd,111,1408,950,1000,975,308,3.69,8,8,0,85177,15273,,11358,17942,0,-660848.2375,-1019847.745
Hradíšťko,112,1372,975,1000,987.5,266,1.52,9,9+10+11,1,77695,10764,,11105,25509,0,-667760.4771,-1022926.172
Nemyčeves,113,1340,925,975,950,280,1.79,8,8,1,75272,15434,,16446,28269,0,-671532.1125,-1018833.068
Holín,114,1327,1250,1300,1275,289,3.44,8,8,1,76021,2370,28040,24026,25349,0,-673664.6541,-1011432.672
Těšín,115,1447,900,1000,950,325,3.62,8,8,1,80793,23652,,23308,20669,0,-669034.4458,-1010091.234
Miškovice,116,1456,925,975,950,235,1.21,10,9+10+11,1,11830,10086,,2321,8668,0,-733100.6542,-1036266.463
Vysočany,117,1239,900,1000,950,207,2.57,10,9+10+11,1,6266,6282,,141,3348,0,-736791.5917,-1041285.609
Vyšehrad,118,1070,900,1000,950,232,4.44,10,9+10+11,1,2548,78,,54,292,1,-743395.5917,-1045501.745
Nučice,120,1037,950,1000,975,346,2.13,8,8,1,15633,14372,,977,9605,0,-757310.0292,-1048869.891
Otmíče,121,1227,900,1100,1000,311,3.49,8,8,0,41734,39152,,1917,14439,0,-779810.1959,-1062331.891
Lochovice,122,1318,900,1000,950,302,3.88,8,8,0,41001,39288,,4536,14220,1,-777762.3209,-1064459.141
Jince,123,1352,1200,1300,1250,378,7.28,7,6+7,0,46068,20772,10156,11075,20168,0,-778968.8209,-1071568.495
Týnec nad Sázavou,124,1318,900,1000,950,286,3.99,7,6+7,0,31119,28851,,2751,309,1,-734495.0084,-1073007.828
Kouřim,125,993,900,1000,950,266,2.31,8,8,1,40908,60,,1587,14380,1,-704589.1542,-1057598.495
Starý Kolín,126,1293,900,1000,950,202,1.28,9,9+10+11,1,62936,13170,,3237,1582,0,-682141.9042,-1059757.495
Čáslav,127,1052,900,1000,950,264,1.25,9,9+10+11,1,72264,64,,261,13462,1,-676416.3208,-1071547.328
Kolín,128,1261,1100,1200,1150,215,1.5,9,9+10+11,1,56238,16331,9947,2923,333,1,-688307.3573,-1056876.844
Kanín,129,1227,1000,1100,1050,193,1.06,9,9+10+11,1,55958,20925,,4822,3066,0,-686952.6906,-1046345.104
Chroustov,130,1369,900,1000,950,248,1.68,9,9+10+11,1,69756,8069,,7373,22686,0,-674340.0031,-1029702.812
Nehvízdky,131,1421,1300,1400,1350,213,1.38,10,9+10+11,1,23775,7806,16937,3504,2976,0,-719202.7531,-1040217.354
Mladá Boleslav,132,1052,900,1000,950,231,2.71,9,9+10+11,1,49628,77,,220,26313,1,-704058.6646,-1012020.047
Brandýs nad Labem,133,1304,900,1000,950,190,1.27,9,9+10+11,1,20259,1372,,1301,635,1,-724451.425,-1034460.021
Stará Boleslav,134,930,900,1000,950,173,1.28,9,9+10+11,1,21581,19,,1266,727,1,-723387.8,-1033618.646
Budihostice,135,1045,900,1000,950,186,1.91,10,9+10+11,1,26013,25050,,2474,4932,0,-751510.3626,-1018505.646
Hoření Starý Dub,136,1548,1100,1300,1200,347,5.85,7,6+7,0,77038,1926,17230,3707,40328,0,-694112.6731,-983329.3925
Deštná,137,1352,1100,1200,1150,246,5.37,8,8,0,48792,27345,26359,28991,12890,0,-729562.871,-996062.4654
Úštěk,138,1218,1175,1200,1187.5,245,4.94,9,9+10+11,0,55577,16006,19374,24308,11821,1,-740794.4335,-987480.705
Kamýk,139,1319,1175,1200,1187.5,302,7.76,8,8,1,57787,4603,12839,8508,2344,0,-759772.996,-987779.6841
Duchcov,140,1207,1175,1200,1187.5,223,2.84,11,9+10+11,1,74721,6307,4249,6303,20362,1,-782289.0377,-979580.2466
Hrob,141,1282,1100,1200,1150,360,7.67,7,6+7,1,80508,12613,4501,11163,22980,1,-783111.8919,-973325.4966
Klášterec nad Ohří,142,1276,1100,1200,1150,316,8.13,8,8,1,95122,27241,6255,3916,302,1,-826297.1836,-997431.6841
Smidary,143,1332,1100,1200,1150,245,1.57,9,9+10+11,1,78521,3971,39140,3492,25411,1,-665338.9668,-1030239.315
Miletín,144,1124,1100,1150,1125,333,3.63,8,8,0,96601,23032,31430,10811,7774,1,-649093.5501,-1019600.419
Plotiště nad Labem,145,1318,1100,1200,1150,243,0.82,9,9+10+11,1,100393,3814,16463,7808,1233,0,-642505.4251,-1038854.148
Krabčice,147,1385,1100,1200,1150,275,2.92,8,8,0,114072,22201,18833,6537,2422,0,-630544.9355,-1022811.138
Bolehošť,148,1394,1100,1200,1150,262,2.42,8,8,0,119150,17448,3814,15561,17304,0,-623665.7689,-1043985.742
Kostelec nad Orlicí,149,1303,1100,1200,1150,291,2.93,8,8,0,128142,28750,17718,26406,26885,1,-615236.1438,-1055053.263
Třebosice,150,1319,1100,1200,1150,236,0.97,9,9+10+11,1,94560,6724,19291,4292,4824,0,-650822.6022,-1064919.575
Stolany,151,1229,1100,1200,1150,281,2.68,8,8,1,96443,4514,15238,3270,12453,0,-651055.4355,-1072718.83
Hradiště,152,1329,1100,1200,1150,464,3.99,7,6+7,0,101195,10890,12634,10804,20806,0,-649108.1022,-1081230.476
Podlažice,153,1160,1100,1200,1150,275,2.42,9,9+10+11,0,111656,12816,19,2395,20529,0,-636839.373,-1078190.414
Lažany,154,1349,1100,1200,1150,442,3.16,7,6+7,0,117935,20538,8070,5750,14287,0,-632639.1126,-1085098.685
Žichlínek,155,1304,1100,1200,1150,353,2.28,8,8,0,160566,61020,23355,20714,18916,0,-587847.8001,-1085064.289
Humpolec,156,1219,1100,1200,1150,531,3.7,6,6+7,0,90795,40315,10534,16917,12768,1,-683776.4564,-1112002.841
Želiv,157,1144,1100,1200,1150,409,4.44,7,6+7,0,84395,42099,89,27285,17285,0,-694227.4981,-1112028.968
Zahrádka,158,1219,1175,1200,1187.5,387,5.05,7,6+7,0,78758,33490,10780,22200,7391,1,-690566.3262,-1101954.958
Budeč,159,1251,1100,1200,1150,487,3.36,7,6+7,0,139733,14713,25237,7425,19416,0,-673320.7845,-1164249.781
Slavonice,160,1260,1100,1200,1150,516,3.2,6,6+7,0,138677,22076,45230,15098,24132,1,-691812.5137,-1171979.583
Pomezí,161,1568,1100,1200,1150,604,3.92,6,6+7,0,131773,24328,51863,8909,33670,0,-700562.2846,-1167837.531
Choustník,162,1282,1100,1200,1150,551,3.53,7,6+7,0,89186,47725,33853,2432,32011,0,-724202.4747,-1130243.877
Rájov,163,1316,1275,1325,1300,465,5.55,7,6+7,0,138091,5365,1149,2372,206,0,-765756.6101,-1179193.117
Záboří,164,1490,1100,1200,1150,412,2.61,8,8,0,102750,81590,32979,7098,10972,0,-768856.2039,-1142416.034
Radomyšl,165,1284,1100,1200,1150,453,3.5,7,6+7,0,92778,53965,33072,1447,23748,1,-789756.9643,-1123045.888
Zadní Zborovice,166,1538,1100,1200,1150,496,3.05,7,6+7,0,93948,49003,27289,3393,28542,0,-795814.5998,-1120590.554
Strakonice,167,1233,1100,1200,1150,396,3.53,8,8,0,99534,57972,35970,5227,29425,1,-792820.1779,-1129081.034
Horažďovice,168,1251,1100,1200,1150,431,3.14,8,8,0,99832,45076,22058,1132,37978,1,-806303.5394,-1120062.495
Dobrá Voda,169,1602,1175,1225,1200,891,8.33,5,5,0,125655,10347,35661,1797,46876,0,-827935.8727,-1135450.662
Blovice,171,1284,1200,1300,1250,390,3.79,8,8,0,84707,13860,9226,21982,22402,1,-813505.4977,-1089687.006
Dolní Lukavice,172,1216,1175,1225,1200,346,3.23,8,8,0,94355,14095,11984,13094,17936,0,-827172.5498,-1085285.662
Všeruby,173,1232,1100,1200,1150,431,3.16,7,6+7,0,89841,23786,16574,12104,15176,1,-831448.2165,-1057684.328
Čívice,174,1180,1100,1200,1150,340,4.8,8,8,0,68965,20796,23473,9685,608,0,-810503.7998,-1056213.245
Plasy,175,1146,1100,1200,1150,333,5.02,8,8,0,75829,27084,12887,12896,11218,0,-818394.9977,-1049127.703
Potvorov,176,1204,1100,1200,1150,536,3.49,7,6+7,0,73439,35810,12507,5824,14676,0,-816201.6019,-1040332.953
Hradiště,177,1379,1100,1200,1150,422,4.96,8,8,0,120550,40038,23520,3688,41271,0,-850518.0603,-1097168.099
Milavče,178,1302,1100,1200,1150,392,3.8,7,6+7,0,124579,43879,26040,8611,44357,0,-855469.7373,-1096202.37
Horšov,179,1184,1100,1200,1150,390,2.48,8,8,0,124289,43914,20105,14645,42532,0,-858853.7582,-1087543.219
Šitboř,180,1248,1100,1200,1150,478,4.28,7,6+7,0,134365,54001,27967,20545,52522,0,-868484.5915,-1090566.084
Přimda,181,1126,1100,1200,1150,700,5.58,6,6+7,0,133536,50101,23402,709,50101,1,-873617.5082,-1069887.573
Dlouhý Újezd,182,1361,1100,1200,1150,527,4.46,6,6+7,0,133653,39400,27083,11507,39371,0,-875476.2061,-1059250
Tachov,183,1115,1100,1200,1150,484,3.4,7,6+7,0,132391,36774,25911,14436,36297,1,-874554.1332,-1056116.011
Planá,184,1219,1100,1200,1150,512,2.82,7,6+7,0,123106,35341,14795,19280,31563,1,-865756.7374,-1049321.511
Čakovice,185,1167,1100,1200,1150,254,1.31,11,9+10+11,1,10184,10201,11042,2641,7031,0,-734658.3414,-1036920.49
Bohnice,186,1158,1100,1200,1150,275,4.02,8,8,1,5225,4983,4950,1716,1386,0,-742484.7164,-1037806.844
Přední Kopanina,187,1285,1100,1200,1150,347,2.42,8,8,1,9521,8016,5635,639,7689,0,-751190.831,-1038500.052
Chaby,188,1360,1100,1200,1150,377,2.33,8,8,1,10158,9039,6155,717,7848,0,-752448.9247,-1046235.146
Stodůlky,189,1292,1100,1200,1150,357,2.98,10,9+10+11,1,8847,7771,5062,104,6613,0,-751071.7685,-1046192.813
Košíře,190,1185,1100,1200,1150,218,4.73,10,9+10+11,1,3348,2613,2509,571,2123,0,-745774.8101,-1044581.5
Smíchov,191,1333,1100,1200,1150,200,4.48,11,9+10+11,1,2099,1367,1437,1014,658,0,-744260.0706,-1044541.813
Buštěhrad,193,1352,1100,1200,1150,332,2.57,10,9+10+11,1,18257,16770,14358,873,12525,1,-758219.4872,-1033226.907
Velké Přílepy,194,1357,1100,1200,1150,274,2.91,10,9+10+11,1,11156,9925,8957,2710,3792,0,-749269.956,-1033924.084
Zbečno,196,1120,1100,1200,1150,251,8.02,8,8,0,36184,34772,31582,5063,203,1,-778995.8935,-1043113.063
Křivoklát,197,1110,1100,1200,1150,280,8.23,8,8,0,39692,38278,35089,5150,1352,0,-782504.2685,-1042994
Skryje,198,1239,1175,1225,1200,327,8.05,8,8,0,49014,15697,22909,12971,844,0,-791343.9977,-1049878.459
Svatá,199,1553,1100,1200,1150,443,5.74,7,6+7,0,37024,35797,31614,4587,7740,0,-777884.6435,-1054884.375
Obděnice,200,1219,1100,1200,1150,504,4.85,6,6+7,0,59741,57168,10504,20143,12962,0,-754236.1852,-1101660.063
Dobrohošť,201,1452,1100,1200,1150,517,4.82,7,6+7,0,51679,49165,22073,10490,15825,0,-742419.8935,-1094698.875
Stříbrná Skalice,202,1361,1100,1200,1150,302,7.06,7,6+7,0,37983,14594,3406,14628,1297,1,-714477.2476,-1068315.948
Bylany,203,1142,1100,1200,1150,296,2.89,8,8,1,60645,11661,4667,5654,8853,0,-687157.6955,-1067112.094
Sedlec,204,1142,1100,1200,1150,219,2.34,9,9+10+11,1,63800,9200,100,1759,6757,0,-682986.5393,-1065187.25
Nové Dvory,205,1370,1200,1300,1250,211,1.66,9,9+10+11,1,65919,4664,2609,434,6021,1,-680435.9559,-1064340.584
Záboří nad Labem,206,1338,1100,1200,1150,200,1.65,9,9+10+11,1,66766,13016,8221,6491,956,0,-677909.1851,-1058681.146
Kozojedy,207,1352,1100,1200,1150,367,3.42,8,8,0,29256,12151,15224,3639,12803,0,-716702.3935,-1056220.521
Sluštice,208,1223,1100,1200,1150,304,1.9,8,8,1,19738,17327,19321,1617,15182,0,-724711.331,-1050891.813
Tlustovousy,209,1227,1100,1200,1150,237,1.58,9,9+10+11,1,24123,13043,16621,6752,8550,0,-718856.1018,-1045854.146
Liblice,210,1289,1100,1200,1150,216,2.05,9,9+10+11,1,33148,10495,9517,3910,10493,0,-710140.7268,-1048621.688
Rožďalovice,211,1223,1175,1225,1200,199,1.8,9,9+10+11,1,58614,16010,23049,14345,16123,1,-686660.2788,-1026211.479
